date,count,bucket,word,wordsmallcaps,average,industry,atv,
04/01/05,63.19,Family clothing,Family clothing,family clothing,below,online,,
06/01/05,67.96,Family clothing,Family clothing,family clothing,below,online,,
07/01/05,72.99,Family clothing,Family clothing,family clothing,below,online,,
08/01/05,65.93,Family clothing,Family clothing,family clothing,below,online,,
09/01/05,66.98,Family clothing,Family clothing,family clothing,below,online,,
10/01/05,75.98,Family clothing,Family clothing,family clothing,below,online,,
11/01/05,85.03,Family clothing,Family clothing,family clothing,below,online,,
12/01/05,108.59,Family clothing,Family clothing,family clothing,above,online,,
01/01/06,55.82,Family clothing,Family clothing,family clothing,below,online,,
02/01/06,51.10,Family clothing,Family clothing,family clothing,below,online,,
03/01/06,59.83,Family clothing,Family clothing,family clothing,below,online,,
04/01/06,63.00,Family clothing,Family clothing,family clothing,below,online,,
05/01/06,71.02,Family clothing,Family clothing,family clothing,below,online,,
06/01/06,66.46,Family clothing,Family clothing,family clothing,below,online,,
07/01/06,79.98,Family clothing,Family clothing,family clothing,below,online,,
08/01/06,72.64,Family clothing,Family clothing,family clothing,below,online,,
09/01/06,71.08,Family clothing,Family clothing,family clothing,below,online,,
10/01/06,87.90,Family clothing,Family clothing,family clothing,below,online,,
11/01/06,93.50,Family clothing,Family clothing,family clothing,below,online,,
12/01/06,118.73,Family clothing,Family clothing,family clothing,above,online,,
01/01/07,63.70,Family clothing,Family clothing,family clothing,below,online,,
02/01/07,58.06,Family clothing,Family clothing,family clothing,below,online,,
03/01/07,69.11,Family clothing,Family clothing,family clothing,below,online,,
04/01/07,78.56,Family clothing,Family clothing,family clothing,below,online,,
05/01/07,76.72,Family clothing,Family clothing,family clothing,below,online,,
06/01/07,74.20,Family clothing,Family clothing,family clothing,below,online,,
07/01/07,84.65,Family clothing,Family clothing,family clothing,below,online,,
08/01/07,75.03,Family clothing,Family clothing,family clothing,below,online,,
09/01/07,75.00,Family clothing,Family clothing,family clothing,below,online,,
10/01/07,91.77,Family clothing,Family clothing,family clothing,below,online,,
11/01/07,94.28,Family clothing,Family clothing,family clothing,below,online,,
12/01/07,122.14,Family clothing,Family clothing,family clothing,above,online,,
01/01/08,62.82,Family clothing,Family clothing,family clothing,below,online,,
02/01/08,62.24,Family clothing,Family clothing,family clothing,below,online,,
03/01/08,73.52,Family clothing,Family clothing,family clothing,below,online,,
04/01/08,72.64,Family clothing,Family clothing,family clothing,below,online,,
05/01/08,82.38,Family clothing,Family clothing,family clothing,below,online,,
06/01/08,78.93,Family clothing,Family clothing,family clothing,below,online,,
07/01/08,84.21,Family clothing,Family clothing,family clothing,below,online,,
08/01/08,77.47,Family clothing,Family clothing,family clothing,below,online,,
09/01/08,85.75,Family clothing,Family clothing,family clothing,below,online,,
10/01/08,88.21,Family clothing,Family clothing,family clothing,below,online,,
11/01/08,87.72,Family clothing,Family clothing,family clothing,below,online,,
12/01/08,133.87,Family clothing,Family clothing,family clothing,above,online,,
01/01/09,69.76,Family clothing,Family clothing,family clothing,below,online,,
02/01/09,64.96,Family clothing,Family clothing,family clothing,below,online,,
03/01/09,84.59,Family clothing,Family clothing,family clothing,below,online,,
04/01/09,84.55,Family clothing,Family clothing,family clothing,below,online,,
05/01/09,85.19,Family clothing,Family clothing,family clothing,below,online,,
06/01/09,92.43,Family clothing,Family clothing,family clothing,below,online,,
07/01/09,100.26,Family clothing,Family clothing,family clothing,above,online,,
08/01/09,82.54,Family clothing,Family clothing,family clothing,below,online,,
09/01/09,96.11,Family clothing,Family clothing,family clothing,below,online,,
10/01/09,101.26,Family clothing,Family clothing,family clothing,above,online,,
11/01/09,111.73,Family clothing,Family clothing,family clothing,above,online,,
12/01/09,151.66,Family clothing,Family clothing,family clothing,above,online,,
01/01/10,75.13,Family clothing,Family clothing,family clothing,below,online,,
02/01/10,74.37,Family clothing,Family clothing,family clothing,below,online,,
03/01/10,94.75,Family clothing,Family clothing,family clothing,below,online,,
04/01/10,90.59,Family clothing,Family clothing,family clothing,below,online,,
05/01/10,91.56,Family clothing,Family clothing,family clothing,below,online,,
06/01/10,104.54,Family clothing,Family clothing,family clothing,above,online,,
07/01/10,108.70,Family clothing,Family clothing,family clothing,above,online,,
08/01/10,99.98,Family clothing,Family clothing,family clothing,below,online,,
09/01/10,101.89,Family clothing,Family clothing,family clothing,above,online,,
10/01/10,106.03,Family clothing,Family clothing,family clothing,above,online,,
11/01/10,124.43,Family clothing,Family clothing,family clothing,above,online,,
12/01/10,152.97,Family clothing,Family clothing,family clothing,above,online,,
01/01/11,87.53,Family clothing,Family clothing,family clothing,below,online,,
02/01/11,83.49,Family clothing,Family clothing,family clothing,below,online,,
03/01/11,98.75,Family clothing,Family clothing,family clothing,below,online,,
04/01/11,109.79,Family clothing,Family clothing,family clothing,above,online,,
05/01/11,113.58,Family clothing,Family clothing,family clothing,above,online,,
06/01/11,117.72,Family clothing,Family clothing,family clothing,above,online,,
07/01/11,127.49,Family clothing,Family clothing,family clothing,above,online,,
08/01/11,118.80,Family clothing,Family clothing,family clothing,above,online,,
09/01/11,122.01,Family clothing,Family clothing,family clothing,above,online,,
10/01/11,131.35,Family clothing,Family clothing,family clothing,above,online,,
11/01/11,143.31,Family clothing,Family clothing,family clothing,above,online,,
12/01/11,186.93,Family clothing,Family clothing,family clothing,above,online,,
01/01/12,105.19,Family clothing,Family clothing,family clothing,above,online,,
02/01/12,109.32,Family clothing,Family clothing,family clothing,above,online,,
03/01/12,104.98,Family clothing,Family clothing,family clothing,above,online,,
04/01/12,117.67,Family clothing,Family clothing,family clothing,above,online,,
05/01/12,122.93,Family clothing,Family clothing,family clothing,above,online,,
06/01/12,119.22,Family clothing,Family clothing,family clothing,above,online,,
07/01/12,133.81,Family clothing,Family clothing,family clothing,above,online,,
08/01/12,119.84,Family clothing,Family clothing,family clothing,above,online,,
09/01/12,121.99,Family clothing,Family clothing,family clothing,above,online,,
10/01/12,148.33,Family clothing,Family clothing,family clothing,above,online,,
11/01/12,151.01,Family clothing,Family clothing,family clothing,above,online,,
12/01/12,197.07,Family clothing,Family clothing,family clothing,above,online,,
01/01/13,105.62,Family clothing,Family clothing,family clothing,above,online,,
02/01/13,107.42,Family clothing,Family clothing,family clothing,above,online,,
03/01/13,112.54,Family clothing,Family clothing,family clothing,above,online,,
04/01/13,124.57,Family clothing,Family clothing,family clothing,above,online,,
05/01/13,136.15,Family clothing,Family clothing,family clothing,above,online,,
06/01/13,130.15,Family clothing,Family clothing,family clothing,above,online,,
07/01/13,152.48,Family clothing,Family clothing,family clothing,above,online,,
08/01/13,129.17,Family clothing,Family clothing,family clothing,above,online,,
09/01/13,140.33,Family clothing,Family clothing,family clothing,above,online,,
10/01/13,152.83,Family clothing,Family clothing,family clothing,above,online,,
11/01/13,166.07,Family clothing,Family clothing,family clothing,above,online,,
12/01/13,206.79,Family clothing,Family clothing,family clothing,above,online,,
01/01/14,119.15,Family clothing,Family clothing,family clothing,above,online,,
02/01/14,108.70,Family clothing,Family clothing,family clothing,above,online,,
03/01/14,136.00,Family clothing,Family clothing,family clothing,above,online,,
04/01/14,144.04,Family clothing,Family clothing,family clothing,above,online,,
01/01/05,51.31,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
02/01/05,49.43,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
03/01/05,57.84,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
04/01/05,59.31,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
05/01/05,69.98,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
07/01/05,70.74,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
08/01/05,71.16,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
09/01/05,70.52,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
10/01/05,76.20,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
11/01/05,81.71,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
12/01/05,86.95,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
01/01/06,68.44,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
02/01/06,64.16,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
03/01/06,70.20,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
04/01/06,64.59,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
05/01/06,75.54,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
06/01/06,72.15,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
07/01/06,68.02,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
08/01/06,65.28,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
09/01/06,64.91,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
10/01/06,73.47,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
11/01/06,76.99,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
12/01/06,79.55,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
01/01/07,64.94,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
02/01/07,62.85,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
03/01/07,69.79,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
04/01/07,65.75,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
05/01/07,69.47,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
06/01/07,69.05,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
07/01/07,66.35,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
08/01/07,64.09,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
09/01/07,62.29,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
10/01/07,72.78,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
11/01/07,74.25,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
12/01/07,78.45,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
01/01/08,61.35,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
02/01/08,65.12,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
03/01/08,62.76,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
04/01/08,64.79,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
05/01/08,68.08,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
06/01/08,71.67,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
07/01/08,68.21,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
08/01/08,63.15,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
09/01/08,67.53,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
10/01/08,69.39,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
11/01/08,62.81,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
12/01/08,73.29,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
01/01/09,51.68,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
02/01/09,54.65,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
03/01/09,85.81,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
04/01/09,89.88,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
05/01/09,91.73,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
06/01/09,100.12,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
07/01/09,96.18,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
08/01/09,86.20,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
09/01/09,104.88,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
10/01/09,110.01,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
11/01/09,117.41,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
12/01/09,121.98,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
01/01/10,72.57,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
02/01/10,82.72,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
03/01/10,100.77,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
04/01/10,96.69,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
05/01/10,94.42,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
06/01/10,109.87,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
07/01/10,101.59,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
08/01/10,93.54,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
09/01/10,110.50,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
10/01/10,110.51,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
11/01/10,122.82,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
12/01/10,122.11,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
01/01/11,89.34,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
02/01/11,90.63,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
03/01/11,99.76,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
04/01/11,118.37,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
05/01/11,129.57,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
06/01/11,238.73,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
07/01/11,127.97,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
08/01/11,129.59,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
09/01/11,138.99,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
10/01/11,146.96,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
11/01/11,154.73,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
12/01/11,175.96,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
01/01/12,109.48,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
02/01/12,110.80,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
03/01/12,232.35,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
04/01/12,137.42,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
05/01/12,139.10,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
06/01/12,146.06,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
07/01/12,144.34,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
08/01/12,131.90,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
09/01/12,138.68,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
10/01/12,182.51,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
11/01/12,172.83,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
12/01/12,191.75,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
01/01/13,118.44,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
02/01/13,121.32,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
03/01/13,130.52,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
04/01/13,153.75,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
05/01/13,160.68,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
06/01/13,158.26,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
07/01/13,165.76,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
08/01/13,147.51,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
09/01/13,159.42,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
10/01/13,147.39,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
11/01/13,133.27,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
12/01/13,137.88,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
01/01/14,92.49,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
02/01/14,85.27,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,below,online,,
03/01/14,103.41,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
04/01/14,102.05,Miscellaneous clothing,Miscellaneous clothing,miscellaneous clothing,above,online,,
01/01/05,78.82,Shoe shops,Shoe shops,shoe shops,below,online,,
02/01/05,60.79,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/05,74.22,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/05,82.03,Shoe shops,Shoe shops,shoe shops,below,online,,
05/01/05,96.06,Shoe shops,Shoe shops,shoe shops,below,online,,
06/01/05,90.81,Shoe shops,Shoe shops,shoe shops,below,online,,
08/01/05,99.65,Shoe shops,Shoe shops,shoe shops,below,online,,
09/01/05,91.28,Shoe shops,Shoe shops,shoe shops,below,online,,
10/01/05,102.82,Shoe shops,Shoe shops,shoe shops,above,online,,
11/01/05,98.68,Shoe shops,Shoe shops,shoe shops,below,online,,
12/01/05,108.59,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/06,79.75,Shoe shops,Shoe shops,shoe shops,below,online,,
02/01/06,60.07,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/06,68.46,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/06,80.11,Shoe shops,Shoe shops,shoe shops,below,online,,
05/01/06,99.29,Shoe shops,Shoe shops,shoe shops,below,online,,
06/01/06,87.71,Shoe shops,Shoe shops,shoe shops,below,online,,
07/01/06,89.67,Shoe shops,Shoe shops,shoe shops,below,online,,
08/01/06,97.87,Shoe shops,Shoe shops,shoe shops,below,online,,
09/01/06,82.60,Shoe shops,Shoe shops,shoe shops,below,online,,
10/01/06,104.48,Shoe shops,Shoe shops,shoe shops,above,online,,
11/01/06,93.26,Shoe shops,Shoe shops,shoe shops,below,online,,
12/01/06,105.94,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/07,82.54,Shoe shops,Shoe shops,shoe shops,below,online,,
02/01/07,62.07,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/07,72.22,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/07,96.91,Shoe shops,Shoe shops,shoe shops,below,online,,
05/01/07,89.26,Shoe shops,Shoe shops,shoe shops,below,online,,
06/01/07,87.33,Shoe shops,Shoe shops,shoe shops,below,online,,
07/01/07,93.94,Shoe shops,Shoe shops,shoe shops,below,online,,
08/01/07,100.33,Shoe shops,Shoe shops,shoe shops,above,online,,
09/01/07,85.75,Shoe shops,Shoe shops,shoe shops,below,online,,
10/01/07,107.62,Shoe shops,Shoe shops,shoe shops,above,online,,
11/01/07,94.89,Shoe shops,Shoe shops,shoe shops,below,online,,
12/01/07,112.46,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/08,80.44,Shoe shops,Shoe shops,shoe shops,below,online,,
02/01/08,65.78,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/08,71.75,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/08,83.56,Shoe shops,Shoe shops,shoe shops,below,online,,
05/01/08,95.84,Shoe shops,Shoe shops,shoe shops,below,online,,
06/01/08,92.77,Shoe shops,Shoe shops,shoe shops,below,online,,
07/01/08,92.34,Shoe shops,Shoe shops,shoe shops,below,online,,
08/01/08,99.06,Shoe shops,Shoe shops,shoe shops,below,online,,
09/01/08,95.34,Shoe shops,Shoe shops,shoe shops,below,online,,
10/01/08,97.27,Shoe shops,Shoe shops,shoe shops,below,online,,
11/01/08,87.01,Shoe shops,Shoe shops,shoe shops,below,online,,
12/01/08,116.28,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/09,80.43,Shoe shops,Shoe shops,shoe shops,below,online,,
02/01/09,64.01,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/09,77.51,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/09,89.75,Shoe shops,Shoe shops,shoe shops,below,online,,
05/01/09,88.50,Shoe shops,Shoe shops,shoe shops,below,online,,
06/01/09,95.75,Shoe shops,Shoe shops,shoe shops,below,online,,
07/01/09,99.05,Shoe shops,Shoe shops,shoe shops,below,online,,
08/01/09,95.62,Shoe shops,Shoe shops,shoe shops,below,online,,
09/01/09,102.90,Shoe shops,Shoe shops,shoe shops,above,online,,
10/01/09,108.00,Shoe shops,Shoe shops,shoe shops,above,online,,
11/01/09,106.21,Shoe shops,Shoe shops,shoe shops,above,online,,
12/01/09,124.73,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/10,82.66,Shoe shops,Shoe shops,shoe shops,below,online,,
02/01/10,68.96,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/10,85.92,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/10,96.79,Shoe shops,Shoe shops,shoe shops,below,online,,
05/01/10,93.69,Shoe shops,Shoe shops,shoe shops,below,online,,
06/01/10,104.09,Shoe shops,Shoe shops,shoe shops,above,online,,
07/01/10,100.80,Shoe shops,Shoe shops,shoe shops,above,online,,
08/01/10,108.84,Shoe shops,Shoe shops,shoe shops,above,online,,
09/01/10,104.72,Shoe shops,Shoe shops,shoe shops,above,online,,
10/01/10,113.66,Shoe shops,Shoe shops,shoe shops,above,online,,
11/01/10,119.53,Shoe shops,Shoe shops,shoe shops,above,online,,
12/01/10,130.67,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/11,90.79,Shoe shops,Shoe shops,shoe shops,below,online,,
02/01/11,71.43,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/11,81.16,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/11,104.09,Shoe shops,Shoe shops,shoe shops,above,online,,
05/01/11,107.22,Shoe shops,Shoe shops,shoe shops,above,online,,
06/01/11,113.71,Shoe shops,Shoe shops,shoe shops,above,online,,
07/01/11,114.30,Shoe shops,Shoe shops,shoe shops,above,online,,
08/01/11,119.59,Shoe shops,Shoe shops,shoe shops,above,online,,
09/01/11,115.35,Shoe shops,Shoe shops,shoe shops,above,online,,
10/01/11,126.11,Shoe shops,Shoe shops,shoe shops,above,online,,
11/01/11,127.39,Shoe shops,Shoe shops,shoe shops,above,online,,
12/01/11,150.86,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/12,103.35,Shoe shops,Shoe shops,shoe shops,above,online,,
02/01/12,98.57,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/12,80.69,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/12,108.02,Shoe shops,Shoe shops,shoe shops,above,online,,
05/01/12,110.76,Shoe shops,Shoe shops,shoe shops,above,online,,
06/01/12,108.07,Shoe shops,Shoe shops,shoe shops,above,online,,
07/01/12,116.47,Shoe shops,Shoe shops,shoe shops,above,online,,
08/01/12,122.08,Shoe shops,Shoe shops,shoe shops,above,online,,
09/01/12,112.70,Shoe shops,Shoe shops,shoe shops,above,online,,
10/01/12,140.40,Shoe shops,Shoe shops,shoe shops,above,online,,
11/01/12,129.05,Shoe shops,Shoe shops,shoe shops,above,online,,
12/01/12,158.63,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/13,105.85,Shoe shops,Shoe shops,shoe shops,above,online,,
02/01/13,86.06,Shoe shops,Shoe shops,shoe shops,below,online,,
03/01/13,85.15,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/13,112.60,Shoe shops,Shoe shops,shoe shops,above,online,,
05/01/13,117.42,Shoe shops,Shoe shops,shoe shops,above,online,,
06/01/13,119.35,Shoe shops,Shoe shops,shoe shops,above,online,,
07/01/13,127.31,Shoe shops,Shoe shops,shoe shops,above,online,,
08/01/13,127.43,Shoe shops,Shoe shops,shoe shops,above,online,,
09/01/13,130.48,Shoe shops,Shoe shops,shoe shops,above,online,,
10/01/13,139.01,Shoe shops,Shoe shops,shoe shops,above,online,,
11/01/13,136.60,Shoe shops,Shoe shops,shoe shops,above,online,,
12/01/13,163.17,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/14,111.88,Shoe shops,Shoe shops,shoe shops,above,online,,
02/01/14,81.02,Shoe shops,Shoe shops,shoe shops,below,online,,
04/01/14,116.92,Shoe shops,Shoe shops,shoe shops,above,online,,
01/01/05,68.75,Clothing,Clothing,clothing,below,online,,
02/01/05,62.12,Clothing,Clothing,clothing,below,online,,
03/01/05,75.69,Clothing,Clothing,clothing,below,online,,
04/01/05,78.89,Clothing,Clothing,clothing,below,online,,
05/01/05,88.09,Clothing,Clothing,clothing,below,online,,
06/01/05,86.79,Clothing,Clothing,clothing,below,online,,
07/01/05,87.17,Clothing,Clothing,clothing,below,online,,
09/01/05,83.10,Clothing,Clothing,clothing,below,online,,
10/01/05,92.63,Clothing,Clothing,clothing,below,online,,
11/01/05,99.25,Clothing,Clothing,clothing,below,online,,
12/01/05,122.79,Clothing,Clothing,clothing,above,online,,
01/01/06,71.87,Clothing,Clothing,clothing,below,online,,
02/01/06,62.94,Clothing,Clothing,clothing,below,online,,
03/01/06,73.54,Clothing,Clothing,clothing,below,online,,
04/01/06,76.94,Clothing,Clothing,clothing,below,online,,
05/01/06,88.69,Clothing,Clothing,clothing,below,online,,
06/01/06,83.54,Clothing,Clothing,clothing,below,online,,
07/01/06,87.30,Clothing,Clothing,clothing,below,online,,
08/01/06,80.57,Clothing,Clothing,clothing,below,online,,
09/01/06,77.32,Clothing,Clothing,clothing,below,online,,
10/01/06,93.44,Clothing,Clothing,clothing,below,online,,
11/01/06,95.82,Clothing,Clothing,clothing,below,online,,
12/01/06,118.17,Clothing,Clothing,clothing,above,online,,
01/01/07,72.78,Clothing,Clothing,clothing,below,online,,
02/01/07,63.04,Clothing,Clothing,clothing,below,online,,
03/01/07,75.36,Clothing,Clothing,clothing,below,online,,
04/01/07,85.15,Clothing,Clothing,clothing,below,online,,
05/01/07,83.23,Clothing,Clothing,clothing,below,online,,
06/01/07,81.71,Clothing,Clothing,clothing,below,online,,
07/01/07,88.96,Clothing,Clothing,clothing,below,online,,
08/01/07,81.48,Clothing,Clothing,clothing,below,online,,
09/01/07,79.48,Clothing,Clothing,clothing,below,online,,
10/01/07,95.91,Clothing,Clothing,clothing,below,online,,
11/01/07,96.04,Clothing,Clothing,clothing,below,online,,
12/01/07,121.03,Clothing,Clothing,clothing,above,online,,
01/01/08,70.58,Clothing,Clothing,clothing,below,online,,
02/01/08,67.57,Clothing,Clothing,clothing,below,online,,
